Marca,Modelo,Fecha_Publicacion,Peso_Mujer,Peso_Hombre,Precio,Drop,Perfil_Anterior,Perfil_Posterior,taco,terreno_categoria,distancia_categoria,corredor_categoria,durabilidad_categoria,upper_categoria,mediasuela_categoria,suela_categoria,placa
New Balance,WT 790,2015-01-27,238.0,238.0,,,,,,Polivalente,Media,Ligero,Alta,Malla,,,
Salomon,S-Lab Sense 3 Ultra,2015-01-19,220.0,220.0,169.99,,,,3.0,Compacto/Roca,Larga,Ligero,Media,Malla,EVA Convencional,Salomon Contagrip,TPU
Columbia,Conspiracy II OutDry W,2015-01-10,269.0,269.0,99.25,,,,,Polivalente,Media,Medio,Alta,Malla,EVA Convencional,,
Inov-8,Race Ultra 290,2015-01-08,294.0,294.0,140.0,,,,,Polivalente,Ultra,Medio,Alta,Hilo,,,
Adidas,Adizero XT 5,2014-12-29,250.0,250.0,110.0,,,,,Polivalente,Maratón,Ligero,Baja,Malla,EVA Convencional,Continental,
New Balance,MT 110v2,2014-12-21,245.0,245.0,90.0,,,,3.0,Polivalente,Maratón,Ligero,Media,Hilo,,,TPU
The North Face,Ultra Equity GTX,2014-12-16,290.0,290.0,140.0,,,,,Polivalente,Ultra,Medio,Media,Malla,EVA Convencional,Vibram,
Salomon,S-Lab XT 6 Softground,2014-12-14,335.0,335.0,170.0,,,,,Barro/Blando,Larga,Medio,Media,Keblar,EVA Convencional,Salomon Contagrip,
Hoka,Rapa Nui 2,2014-12-11,343.0,343.0,,,,,1.5,Fácil/Rodador,Ultra,Pesado,Alta,Malla,,,
Asics,Gel Fuji Attack 3 W,2014-12-08,258.0,258.0,160.0,,,,,Técnico,Media,Medio,Media,Hilo,EVA Bio/Orgánica,Asics AHAR,
Adidas,Riot 6,2014-12-07,306.0,306.0,130.0,,,,,Polivalente,Ultra,Medio,Alta,Malla,EVA Convencional,Continental,
Asics,Fuji Sensor 3,2014-12-03,384.0,384.0,,,,,3.0,Polivalente,Larga,Pesado,Alta,Malla,EVA Bio/Orgánica,,
Chiruca,Spider GTX,2014-11-30,421.0,421.0,,,,,,Compacto/Roca,Media,Pesado,Alta,Malla,EVA Convencional,Vibram,
Saucony,Xodus 5.0 W,2014-11-30,287.0,287.0,120.0,,,,,Técnico,Larga,Medio,Alta,Malla,,Vibram,
Scarpa,Ignite,2014-11-27,306.0,306.0,,,,,,Técnico,Ultra,Medio,Alta,Malla,EVA Convencional,,
Adidas,Response Trail 21,2014-11-26,388.0,388.0,110.0,,,,,Polivalente,Maratón,Medio,Media,Malla,EVA Convencional,Adidas Adiwear,
New Balance,MT00v2,2014-11-23,250.0,250.0,110.0,,,,,Barro/Blando,Media,Medio,Alta,Malla,,,TPU
Quechua,MT500.3,2014-11-19,372.0,372.0,79.95,,,,,Polivalente,Media,Ligero,Alta,,EVA Convencional,Sticky Rubber (Caucho Adherente),
Saucony,Excursion TR 7,2014-11-17,323.0,323.0,65.0,,,,,Polivalente,Media,Medio,Media,Malla,,,
La Sportiva,Ultra Raptor,2014-11-09,331.0,331.0,145.99,8.0,29.0,21.0,,Técnico,Ultra,Medio,Alta,,,La Sportiva Frixion,Carbono
Icebug,Heros,2014-11-05,355.0,355.0,,,,,,Barro/Blando,Larga,Pesado,Alta,Hilo,,,
Hi-Tec,Haraka Trail,2014-11-01,268.0,268.0,,,,,4.0,Fácil/Rodador,Corta,Ligero,Baja,,EVA Convencional,,Carbono
La Sportiva,Bushido,2014-10-26,290.0,290.0,,6.0,,,,Técnico,Maratón,Medio,Alta,Malla,EVA Convencional,La Sportiva Frixion,TPU
Brooks,PureGrit 3,2014-10-20,263.0,263.0,120.0,,,,3.0,Polivalente,Media,Ligero,Media,Malla,EVA Bio/Orgánica,Blown Rubber (Caucho Expandido),
Scott,T2 Kinabalu 2.0 W,2014-10-13,234.0,234.0,124.95,,,,,Fácil/Rodador,Media,Ligero,Baja,Malla,TPU,,
Ecco,Biom Ultra,2014-10-01,356.0,356.0,,,,,,Compacto/Roca,Media,Medio,Alta,Hilo,Supercrítico,,TPU
Brooks,Cascadia 9,2014-09-28,332.0,332.0,140.0,,,,,Compacto/Roca,Ultra,Pesado,Media,Malla,EVA Bio/Orgánica,,
Inov-8,X-Talon 212,2014-09-25,279.0,279.0,,6.0,,,8.0,Barro/Blando,Maratón,Ligero,Alta,Malla,EVA Convencional,,
Raidlight,Team R-Light 002,2014-09-22,423.0,423.0,135.0,,,,,Técnico,Ultra,Pesado,Alta,Malla,EVA Convencional,Hypergrip,Vidrio
Skechers,GOrun Ultra,2014-09-14,230.0,230.0,,,,,,Fácil/Rodador,Larga,Medio,Alta,,,Skechers Resagrip,
Nike,Zoom Wildhorse,2014-09-09,256.0,256.0,120.0,,,,,Polivalente,Larga,Ligero,Media,Malla,,,
Adidas,Kanadia TR 6 W,2014-09-01,299.0,299.0,80.0,,,,,Polivalente,Corta,Medio,Baja,Malla,EVA Convencional,,
Brooks,PureGrit 2,2014-08-26,272.0,272.0,120.0,,,,,Fácil/Rodador,Corta,Medio,Media,Hilo,,,
Nike,Zoom Terra Kiger,2014-08-20,245.0,245.0,140.0,,,,3.0,Polivalente,Media,Ligero,Baja,Malla,EVA Convencional,Sticky Rubber (Caucho Adherente),TPU
Columbia,Conspiracy II OutDry,2014-08-18,305.0,305.0,99.95,,,,,Polivalente,Larga,Medio,Alta,Malla,EVA Convencional,,
Kalenji,Kapteren Race,2014-08-11,265.0,265.0,,,,,,Barro/Blando,Corta,Ligero,Alta,,,,
La Sportiva,Helios,2014-08-04,235.0,235.0,,,,,,Compacto/Roca,Corta,Ligero,Baja,,,La Sportiva Frixion,
Inov-8,TrailRoc 245,2014-07-28,321.0,321.0,,,,,,Compacto/Roca,Media,Ligero,Media,Malla,EVA Convencional,,
New Balance,MT 980,2014-07-23,290.0,290.0,120.0,,,,,Fácil/Rodador,Ultra,Medio,Media,Malla,EVA Convencional,,
Skechers,GOrun Ride 3,2014-07-21,197.0,197.0,,,,,4.0,Fácil/Rodador,Media,Medio,Media,Tela,EVA Convencional,,
Tecnica,Supreme Max 2.0,2014-07-20,380.0,380.0,129.95,,,,,Polivalente,Ultra,Pesado,Alta,Malla,EVA Convencional,,
New Balance,Minimus 80v2,2014-07-14,290.0,290.0,80.0,,,,,Compacto/Roca,Maratón,Ligero,Alta,Hilo,EVA Convencional,Vibram,
Scott,eRide Grip 3.0 W,2014-07-10,307.0,307.0,114.95,,,,,Polivalente,Larga,Medio,Media,,EVA Convencional,,
Asics,Fuji Sensor 2,2014-07-08,362.0,362.0,,,,,,Polivalente,Larga,Medio,Alta,,EVA Convencional,Asics AHAR,
Adidas,Riot 5 W GTX,2014-07-02,330.0,330.0,135.0,,,,,Polivalente,Media,Medio,Alta,Membrana,EVA Convencional,Continental,
La Sportiva,Wildcat 3.0,2014-06-26,360.0,360.0,120.0,12.0,15.0,29.0,,Polivalente,Ultra,Pesado,Alta,Malla,EVA Convencional,La Sportiva Frixion,Carbono
Adidas,Kanadia TR 6,2014-06-22,337.0,337.0,80.0,,,,,Fácil/Rodador,Corta,Medio,Baja,,,Adidas Adiwear,
Scott,Aztec Lite,2014-06-16,391.0,391.0,129.95,,,,,Polivalente,Larga,Pesado,Alta,,EVA Convencional,Vibram,
The North Face,Ultra Trail,2014-06-12,247.0,247.0,130.0,,,,,Fácil/Rodador,Ultra,Ligero,Media,Malla,EVA Convencional,Vibram,
Tecnica,Inferno XLite 2.0,2014-06-08,335.0,335.0,114.95,10.0,,,,Polivalente,Media,Ligero,Alta,,EVA Convencional,Vibram,
Dynafit,Pantera,2014-06-04,398.0,398.0,,,,,,Polivalente,Ultra,Pesado,Alta,Malla,,Vibram,
Kalenji,Kapteren XT4 Pronation,2014-05-27,355.0,355.0,,,,,5.0,Polivalente,Media,Medio,Media,Malla,,Decathlon Essensole,
Saucony,Peregrine 4 W,2014-05-25,235.0,235.0,110.0,,,,,Técnico,Media,Ligero,Alta,Malla,,Saucony XT,Antirrocas
Saucony,Peregrine 4,2014-05-18,259.0,259.0,110.0,,,,,Polivalente,Maratón,Ligero,Alta,,,,Carbono
Scott,eRide Grip 3.0,2014-05-13,340.0,340.0,,,,,4.0,Polivalente,Larga,Medio,Media,Hilo,EVA Convencional,,
Inov-8,Oroc 280,2014-05-08,288.0,288.0,,,,,,Barro/Blando,Media,Medio,Alta,Piel/Cuero,EVA Convencional,,Antirrocas
Salomon,X-Scream,2014-05-06,299.0,299.0,119.99,,,,,Polivalente,Media,Medio,Media,Malla,EVA Convencional,Salomon Contagrip,
Haglöfs,Gram Gravel,2014-05-02,311.0,311.0,,,,,,Polivalente,Larga,Medio,Alta,,EVA Bio/Orgánica,Asics AHAR,
New Balance,MT00,2014-04-27,127.0,127.0,,,,,,Fácil/Rodador,Corta,Ligero,Baja,,,Vibram,
New Balance,MT 810v3,2014-03-31,260.0,260.0,85.0,,,,,Polivalente,Media,Ligero,Media,Hilo,EVA Convencional,,
New Balance,MT 860v4,2014-03-26,317.0,317.0,120.0,,,,,Fácil/Rodador,Larga,Pesado,Media,Malla,EVA Convencional,,
New Balance,MT 1010 Minimus v2,2014-03-22,221.0,221.0,81.29,,,,,Polivalente,Media,Ligero,Alta,Tela,EVA Convencional,Vibram,TPU
Icebug,Anima 2,2014-03-18,296.0,296.0,,,,,2.0,Barro/Blando,Media,Medio,Alta,Hilo,EVA Convencional,,
New Balance,Minimus 10v2 W,2014-03-17,145.0,145.0,77.0,,,,,Compacto/Roca,Media,Ligero,Baja,Malla,EVA Convencional,Vibram,
New Balance,MT 910,2014-03-10,289.0,289.0,81.0,,,,,Polivalente,Media,Medio,Media,Malla,,,
Saucony,Kinvara TR2,2014-03-03,220.0,220.0,109.9,,,,,Técnico,Maratón,Ligero,Alta,,,,
The North Face,Ultra Guide GTX,2014-02-25,313.0,313.0,135.0,,,,,Polivalente,Larga,Ligero,Alta,Membrana,,,
Puma,Faas 500 TR GTX,2014-02-18,440.0,440.0,140.0,,,,,Fácil/Rodador,Media,Pesado,Alta,Membrana,EVA Convencional,,
LaFuma,Trail Run 2,2014-02-11,347.0,347.0,105.0,,,,,Polivalente,Larga,Pesado,Alta,,,,
Puma,Faas 300 TR,2014-01-30,259.0,259.0,84.0,,,,,Fácil/Rodador,Media,Ligero,Media,,,,
Newton Running,Boco AT,2014-01-22,320.0,320.0,,,,,,Polivalente,Larga,Medio,Alta,,,,
Saucony,Xodus 4.0 W,2014-01-15,277.0,277.0,,,,,,Polivalente,Larga,Medio,Alta,,,Vibram,
Haglöfs,Gram AM GT,2014-01-09,313.0,313.0,,,,,,Polivalente,Media,Medio,Alta,Membrana,,,
Mizuno,Wave Harrier 3,2014-01-07,379.0,379.0,,,,,,Polivalente,Media,Ligero,Media,,,,
Newton Running,Boco AT W,2013-12-23,259.0,259.0,,,,,,Fácil/Rodador,Media,Medio,Alta,,,,
Mizuno,Wave Cabrakan 4,2013-12-11,362.0,362.0,150.0,,,,,Polivalente,Ultra,Medio,Alta,,,,
Newton Running,Energy,2013-12-10,294.0,294.0,,,,,,Fácil/Rodador,Media,Medio,Alta,,,,
Asics,Gel Fuji Attack 2,2013-12-05,320.0,320.0,,,,,,Polivalente,Media,Medio,Media,,,,
Tecnica,Dragon Max GTX,2013-12-02,404.0,404.0,,,,,,Fácil/Rodador,Ultra,Pesado,Alta,Membrana,EVA Convencional,,
Vivobarefoot,Neo Trail,2013-11-26,283.0,283.0,124.95,,,,4.5,Polivalente,Media,Ligero,Media,,,,
New Balance,Minimus Ionix 3090v2,2013-11-20,205.0,205.0,66.5,,,,,Fácil/Rodador,Corta,Medio,Baja,,,,
Adidas,Raven 3,2013-11-19,357.0,357.0,135.0,,,,,Polivalente,Ultra,Medio,Alta,,,Continental,
Saucony,Progrid Xodus 4.0,2013-11-11,305.0,305.0,,,,,,Polivalente,Larga,Pesado,Alta,,EVA Convencional,,
Merrell,Ascend Glove,2013-11-04,215.0,215.0,,,,,,Fácil/Rodador,Larga,Medio,Alta,,,,
Dynafit,Feline Superlight,2013-10-28,306.0,306.0,,,,,,Técnico,Corta,Medio,Baja,,,,
Scott,T2 Kinabalu,2013-10-22,276.0,276.0,,,,,,Fácil/Rodador,Media,Ligero,Baja,,,,
Under Armour,FTHR Shield,2013-10-02,289.0,289.0,131.24,,,,,Fácil/Rodador,Media,Ligero,Alta,,,,
Adidas,Response Trail 20,2013-09-17,325.0,325.0,110.0,,,,,Fácil/Rodador,Media,Medio,Alta,,,,
Brooks,Cascadia 8,2013-09-16,401.0,401.0,135.0,,,,,Polivalente,Larga,Medio,Alta,Malla,,,
Mizuno,Wave Ascend 7 W,2013-09-16,263.0,263.0,121.0,,,,,Barro/Blando,Media,Medio,Alta,,,,
The North Face,Ultra Guide,2013-09-12,295.0,295.0,128.0,,,,,Compacto/Roca,Ultra,Ligero,Alta,,,,
Adidas,Riot 5 W,2013-09-06,317.0,317.0,133.0,,,,,Polivalente,Larga,Medio,Alta,,EVA Convencional,,
New Balance,MT 1210 Leadville,2013-08-21,276.0,276.0,,8.0,,,,Polivalente,Ultra,Medio,Alta,,,,
Adidas,Kanadia 5 TR,2013-08-07,324.0,324.0,,,,,,Polivalente,Media,Medio,Media,,,,
K-Swiss,Blade-Max Trail,2013-07-24,395.0,395.0,,,,,,Fácil/Rodador,Larga,Pesado,Alta,,EVA Convencional,,TPU
Inov-8,Bare-Grip 200,2013-07-23,257.0,257.0,,,,,,Barro/Blando,Corta,Ligero,Media,Malla,,,
Asics,Fuji Elite,2013-07-15,276.0,276.0,,6.0,,,,Fácil/Rodador,Media,Ligero,Media,Hilo,,,
Inov-8,Trailroc 150,2013-07-11,168.0,168.0,,,,,,Polivalente,Larga,Ligero,Alta,Malla,EVA Convencional,Inov-8 G-Grip (Grafeno),
Haglöfs,Gram Comp,2013-07-10,239.0,239.0,,,,,,Polivalente,Larga,Ligero,Alta,Tela,,Asics AHAR,
Asics,Fuji Racer 2,2013-07-08,282.0,282.0,,,,,,Polivalente,Corta,Ligero,Alta,,,,
Adidas,Riot 5,2013-07-05,326.0,326.0,117.0,,,,,Polivalente,Larga,Pesado,Media,Malla,EVA Convencional,Continental,
La Sportiva,Anakonda,2013-07-04,293.0,293.0,,,,,,Barro/Blando,Corta,Ligero,Baja,Malla,EVA Convencional,La Sportiva Frixion,
Patagonia,Fore Runner Evo,2013-07-01,296.0,296.0,110.0,,,,,Fácil/Rodador,Larga,Ligero,Alta,Malla,EVA Convencional,,
Mizuno,Wave Evo Ferus W,2013-06-25,171.0,171.0,83.78,,,,,Fácil/Rodador,Corta,Ligero,Media,,,,
Mizuno,Wave Evo Ferus,2013-06-17,252.0,252.0,118.0,,,,,Polivalente,Maratón,Ligero,Alta,Malla,,,Antirrocas
New Balance,MT 610v2,2013-06-13,237.0,237.0,,,,,,Polivalente,Media,Ligero,Media,Malla,EVA Convencional,,
Salomon,XR Crossmax 2,2013-06-12,318.0,318.0,134.95,,,,,Polivalente,Media,Medio,Media,Malla,,,
The North Face,Hyper-Track Guide,2013-06-11,255.0,255.0,123.0,,,,4.0,Fácil/Rodador,Corta,Medio,Alta,Malla,EVA Convencional,,TPU
Mizuno,Wave Ascend 7,2013-06-06,343.0,343.0,121.0,,,,,Polivalente,Larga,Ligero,Alta,Malla,,,
Columbia,Conspiracy,2013-05-30,321.0,321.0,99.95,,,,,Polivalente,Media,Medio,Alta,,,,
Vibram Fivefingers,Spyridon LS,2013-05-29,209.0,209.0,114.87,,,,1.5,Técnico,Corta,Ligero,Alta,Malla,,Vibram,
La Sportiva,Q-Lite,2013-05-27,316.0,316.0,129.99,,,,,Barro/Blando,Media,Medio,Baja,,EVA Convencional,,
Adidas,Kanadia 5 TR W,2013-05-21,243.0,243.0,,,,,,Barro/Blando,Media,Medio,Alta,,,,
Vivobarefoot,Breatho Trail,2013-05-20,270.0,270.0,115.0,,,,5.0,Fácil/Rodador,Media,Ligero,Media,Tela,EVA Convencional,,
New Balance,MT 10 Minimus v2,2013-05-13,198.0,198.0,,,,,,Compacto/Roca,Media,Ligero,Media,,EVA Convencional,Vibram,
Saucony,Progrid Peregrine 3,2013-05-07,269.0,269.0,,,,,,Polivalente,Media,Medio,Baja,,EVA Convencional,Saucony XT,
Adidas,Sonic 4,2013-05-02,230.0,230.0,100.0,,,,,Fácil/Rodador,Larga,Ligero,Baja,Malla,EVA Convencional,,
Haglöfs,Gram XC,2013-04-29,327.0,327.0,,,,,,Polivalente,Larga,Medio,Alta,Malla,,Asics AHAR,
Saucony,Progrid Xodus 3,2013-04-24,,,,,,,,Polivalente,Larga,Pesado,Alta,Malla,EVA Convencional,Vibram,
New Balance,MT330,2013-04-18,195.0,195.0,,,,,,Compacto/Roca,Corta,Ligero,Baja,Hilo,EVA Convencional,,
Asics,Gel Fuji Trainer 2,2013-04-09,297.0,297.0,,,,,,Compacto/Roca,Media,Medio,Media,Malla,EVA Convencional,Asics AHAR,
Salomon,XT S-Lab 5 Softground,2013-04-05,323.0,323.0,169.95,,,,,Barro/Blando,Corta,Medio,Media,Keblar,EVA Convencional,,
Salomon,Sense Mantra,2013-04-02,,,129.95,,,,,Polivalente,Larga,Medio,Alta,,,,
Bestard,Impulse,2013-03-26,422.0,422.0,,,,,,Polivalente,Corta,Medio,Alta,,EVA Convencional,Vibram,
LaFuma,Speed Trail 2013,2013-03-07,375.0,375.0,,,,,,Técnico,Corta,Ligero,Alta,,EVA Convencional,Vibram,
Asics,Fuji Sensor,2013-03-04,318.0,318.0,,,,,,Polivalente,Media,Medio,Media,Malla,EVA Convencional,,
Merrell,Bare Access,2013-02-28,180.0,180.0,,,,,,Fácil/Rodador,Media,Ligero,Media,,,Vibram,
Asics,Fuji Trabuco,2013-02-27,404.0,404.0,,,,,,Polivalente,Larga,Pesado,Alta,,EVA Convencional,,
Tecnica,Inferno Sprint,2013-02-19,303.0,303.0,,,,,,Compacto/Roca,Corta,Medio,Baja,,EVA Convencional,,Carbono
Merrell,Pulse Glove,2013-01-30,180.0,180.0,,,,,,Fácil/Rodador,Corta,Ligero,Baja,Hilo,,Vibram,
Patagonia,Fore Runner RS,2013-01-21,266.0,266.0,120.0,,,,,Polivalente,Corta,Ligero,Alta,Keblar,,,
Merrell,Mix Master 2,2013-01-16,274.0,274.0,,,,,,Compacto/Roca,Media,Medio,Alta,,EVA Convencional,Sticky Rubber (Caucho Adherente),
Merrell,Road Glove,2013-01-15,173.0,173.0,,,,,4.0,Fácil/Rodador,Corta,Ligero,Baja,Malla,,Vibram,
Under Armour,Charge RC Storm,2013-01-11,305.0,305.0,,,,,,Fácil/Rodador,Corta,Ligero,Alta,,,,Carbono
New Balance,MT 610,2012-12-26,370.0,370.0,,,,,,Fácil/Rodador,Corta,Ligero,Media,,,,
Salomon,S-Lab Sense,2012-12-17,205.0,205.0,199.95,,,,,Compacto/Roca,Corta,Ligero,Baja,,,,Carbono
The North Face,Single Track 2 GTX XCR,2012-12-13,394.0,394.0,133.0,,,,,Fácil/Rodador,Media,Medio,Alta,Membrana,,,
Adidas,Response Trail 19 GTX,2012-12-03,375.0,375.0,,,,,,Polivalente,Media,Pesado,Alta,Membrana,EVA Convencional,,
Merrell,Mix Master Mid,2012-12-02,375.0,375.0,,,,,,Compacto/Roca,Media,Medio,Alta,,,,
Salomon,XT Wings 3,2012-11-16,337.0,337.0,,,,,,Polivalente,Media,Medio,Alta,Malla,EVA Convencional,,
Adidas,Adizero XT 4,2012-11-14,267.0,267.0,,,,,,Barro/Blando,Corta,Ligero,Media,Malla,,Continental,
Brooks,PureGrit,2012-11-08,257.0,257.0,,,,,,Fácil/Rodador,Media,Ligero,Baja,,EVA Convencional,,
New Balance,MT 710,2012-10-29,365.0,365.0,,,,,,Polivalente,Larga,Medio,Media,,,,
Inov-8,TrailRoc 255,2012-10-23,269.0,269.0,,,,,76.0,Polivalente,Media,Medio,Media,Hilo,,,
Adidas,Kanadia TR4,2012-10-21,314.0,314.0,,,,,,Fácil/Rodador,Media,Medio,Media,Malla,EVA Convencional,,
Raidlight,Team R-Light 001,2012-10-19,366.0,366.0,,,,,,Técnico,Media,Pesado,Alta,,EVA Convencional,Hypergrip,
New Balance,MT 1010,2012-10-18,205.0,205.0,,,,,,Polivalente,Corta,Ligero,Alta,Hilo,,Vibram,
Patagonia,Tsali 2,2012-10-11,312.0,312.0,115.0,,,,,Fácil/Rodador,Media,Medio,Media,,EVA Convencional,,
Ecco,Biom Trail,2012-10-08,367.0,367.0,,,,,,Fácil/Rodador,Media,Medio,Alta,,,,
Chiruca,Lynx GTX,2012-10-03,443.0,443.0,,,,,,Técnico,Larga,Pesado,Alta,Membrana,,Vibram,Carbono
Inov-8,MudClaw 300 - 2012,2012-09-28,339.0,339.0,,,,,,Barro/Blando,Media,Ligero,Media,,,,
Mizuno,Tarawera WR,2012-09-20,326.0,326.0,,,,,,Polivalente,Larga,Pesado,Alta,Malla,EVA Convencional,,
Kalenji,Kapteren XT3,2012-09-06,344.0,344.0,95.0,,,,,Fácil/Rodador,Corta,Ligero,Baja,,EVA Convencional,,
La Sportiva,C-Lite 2,2012-08-06,296.0,296.0,,,,,,Barro/Blando,Corta,Medio,Baja,Keblar,,,
Inov-8,Roclite 295 - 2012,2012-06-28,284.0,284.0,,,,,,Compacto/Roca,Larga,Ligero,Media,,,Sticky Rubber (Caucho Adherente),
Inov-8,Terrafly 303,2012-06-25,244.0,244.0,,,,,,Fácil/Rodador,Corta,Ligero,Media,,EVA Convencional,,
Chiruca,Leopard GTX,2012-06-19,378.0,378.0,,,,,,Técnico,Larga,Pesado,Alta,Membrana,,Vibram,Carbono
Columbia,Ravenous 2,2012-06-12,,,139.95,,,,,Polivalente,Larga,Medio,Alta,Hilo,EVA Convencional,,
La Sportiva,Vertical K,2012-06-06,200.0,200.0,,,,,,Compacto/Roca,Corta,Ligero,Baja,Malla,EVA Convencional,La Sportiva Frixion,
Asics,Sensor 5,2012-05-29,341.0,341.0,,,,,,Técnico,Media,Medio,Media,,,,
Quechua,RT5 360,2012-05-24,374.0,374.0,89.9,,,,,Fácil/Rodador,Corta,Pesado,Alta,Malla,,,
Walsh,Spirit Peak,2012-05-23,408.0,408.0,,,,,,Barro/Blando,Media,Pesado,Alta,Piel/Cuero,,,
La Sportiva,Wildcat 2,2012-05-21,421.0,421.0,,,,,,Técnico,Media,Pesado,Alta,Malla,,,
Hi-Tec,V-Lite Trail,2012-05-16,337.0,337.0,,,,,,Fácil/Rodador,Corta,Ligero,Media,,,Vibram,
Brooks,Cascadia 7,2012-05-13,337.0,337.0,,,,,,Polivalente,Maratón,Medio,Alta,Malla,,,
Montrail,Bajada,2012-05-10,285.0,285.0,,,,,,Fácil/Rodador,Larga,Ligero,Media,Tela,,Columbia Gryptonite,
Asics,Fuji Trainer,2012-05-09,368.0,368.0,,,,,,Fácil/Rodador,Corta,Ligero,Baja,,EVA Convencional,,
Salomon,SpeedCross 3,2012-05-08,300.0,300.0,,,,,,Barro/Blando,Media,Medio,Media,Hilo,,,
Asics,Upterra 2,2012-05-04,410.0,410.0,,,,,,Polivalente,Larga,Medio,Media,Malla,,,
Brooks,Ghost 4,2012-04-30,335.0,335.0,,,,,,Compacto/Roca,Larga,Pesado,Baja,Membrana,,,
LaFuma,Sky Race 2,2012-04-27,300.0,300.0,120.0,,,,,Técnico,Media,Medio,Media,,,Vibram,
Columbia,Peak Freak,2012-04-25,357.0,357.0,,,,,,Polivalente,Media,Medio,Baja,Keblar,EVA Convencional,,
Adidas,Riot 4,2012-04-20,377.0,377.0,,,,,,Polivalente,Larga,Pesado,Alta,,EVA Convencional,Continental,
The North Face,Single Track 2,2012-04-16,318.0,318.0,,,,,,Fácil/Rodador,Media,Pesado,Media,,,,
Columbia,Talus Ridge,2012-04-10,399.0,399.0,139.95,,,,,Polivalente,Media,Medio,Alta,Membrana,EVA Convencional,,
The North Face,Hayasa,2012-04-01,245.0,245.0,123.0,,,,,Fácil/Rodador,Media,Ligero,Media,Malla,,,
Mizuno,Wave Ascend 6 SS12,2012-03-27,310.0,310.0,,,,,,Polivalente,Media,Medio,Media,,EVA Convencional,,
Saucony,Outlaw,2012-03-23,335.0,335.0,,,,,,Técnico,Corta,Pesado,Alta,,,,
Adidas,Adizero XT 3,2012-03-16,268.0,268.0,,,,,,Técnico,Corta,Medio,Media,Keblar,,Continental,
Merrell,Trail Glove,2012-03-14,188.0,188.0,,,,,,Compacto/Roca,Corta,Ligero,Media,,,Vibram,
Patagonia,Fore Runner,2012-03-09,237.0,237.0,110.0,,,,,Fácil/Rodador,Media,Ligero,Media,Piel/Cuero,,,
Salomon,SpeedCross 3 CS,2012-03-03,392.0,392.0,,,,,,Barro/Blando,Larga,Medio,Alta,Malla,,,
Salomon,XR Mission,2012-02-27,326.0,326.0,119.95,,,,,Polivalente,Media,Medio,Alta,Malla,,,
Asics,Trabuco 14 - 2012,2012-02-23,337.0,337.0,,,,,,Polivalente,Larga,Medio,Alta,Malla,,,
Mizuno,Cabrakan 3,2012-02-16,416.0,416.0,,,,,,Barro/Blando,Media,Medio,Alta,,,,
Adidas,Kanadia TR 4 Leather,2012-02-13,354.0,354.0,,,,,,Barro/Blando,Corta,Medio,Alta,,,,
UK Gear,PT-1000,2012-02-07,359.0,359.0,,,,,,Fácil/Rodador,Media,Pesado,Alta,Tela,EVA Convencional,,
Walsh,Spirit React,2012-01-25,364.0,364.0,,,,,,Barro/Blando,Media,Pesado,Alta,Piel/Cuero,,,
Icebug,Anima,2012-01-13,294.0,294.0,,,,,,Barro/Blando,Media,Ligero,Alta,,,,
Asolo,Mantra GTX,2012-01-10,377.0,377.0,,,,,,Fácil/Rodador,Corta,Medio,Alta,Piel/Cuero,,,
Montrail,Badrock,2012-01-04,313.0,313.0,,,,,,Polivalente,Media,Pesado,Media,Piel/Cuero,,,
The North Face,Double Track GTX XCR,2011-12-29,445.0,445.0,,,,,5.0,Fácil/Rodador,Media,Medio,Media,Membrana,,,
Adidas,Raven 2,2011-12-23,450.0,450.0,,,,,,Barro/Blando,Media,Medio,Alta,Membrana,,Continental,
Patagonia,Specter,2011-12-12,317.0,317.0,120.0,,,,,Fácil/Rodador,Larga,Pesado,Alta,Piel/Cuero,,,
Hoka,Mafate,2011-12-04,355.0,355.0,,,,,,Fácil/Rodador,Ultra,Pesado,Baja,Piel/Cuero,,,
La Sportiva,Quantum,2011-11-25,331.0,331.0,,,,,,Compacto/Roca,Media,Ligero,Baja,Malla,,,
Saucony,Peregrine,2011-11-14,274.0,274.0,,,,,,Polivalente,Media,Ligero,Alta,Malla,EVA Convencional,,
Columbia,Master of faster mid,2011-11-08,471.0,471.0,,,,,,Polivalente,Larga,Medio,Alta,,,,
Trangoworld,Intrigue,2011-11-02,443.0,443.0,,,,,,Polivalente,Media,Medio,Media,,,,
Brooks,Adrenaline GTX,2011-10-24,335.0,335.0,140.0,,,,,Polivalente,Larga,Pesado,Baja,Membrana,,,
Brooks,Cascadia 6,2011-10-17,334.0,334.0,,,,,,Fácil/Rodador,Media,Medio,Media,Malla,,,
New Balance,MT 10 Minimus,2011-10-09,199.0,199.0,,,,,,Compacto/Roca,Corta,Ligero,Media,,,Vibram,
LaFuma,Speed Trail,2011-10-04,339.0,339.0,,,,,,Técnico,Corta,Ligero,Media,,EVA Convencional,Vibram,
Patagonia,Tsali Woman,2011-09-25,309.0,309.0,115.0,,,,,Fácil/Rodador,Media,Ligero,Baja,,EVA Convencional,,Antirrocas
Adidas,Response Trail 18,2011-09-18,343.0,343.0,,,,,,Fácil/Rodador,Ultra,Pesado,Media,,EVA Convencional,,
Mizuno,Wave Ascend 6,2011-09-14,310.0,310.0,,,,,,Polivalente,Media,Medio,Media,Piel/Cuero,EVA Convencional,,
